Periodo,P,U,BYM,E,R,W,PUSA
1971/08,0.013162057,,,0.0125,,247.4087,40.8
1971/09,0.013205113,,,0.0125,,246.603,40.8
1971/10,0.013218033,,,0.0125,,246.3605,40.9
1971/11,0.013239558,,,0.0125,,245.9511,40.9
1971/12,0.013302709,,,0.0125,,244.7863,41.1
1972/01,0.01336155,,,0.0125,,289.9511,41.1
1972/02,0.01340317,,,0.0125,,289.0641,41.3
1972/03,0.013476366,,,0.0125,,287.4982,41.4
1972/04,0.013561042,,,0.0125,,285.6962,41.5
1972/05,0.013588308,,,0.0125,,285.1285,41.6
1972/06,0.013688769,,,0.0125,,283.0248,41.7
1972/07,0.01374044,,,0.0125,,281.9742,41.9
1972/08,0.013830856,,,0.0125,,280.119,42
1972/09,0.013894001,,,0.0125,,278.8489,42.1
1972/10,0.013904047,,,0.0125,,278.6483,42.3
1972/11,0.013994463,,,0.0125,,276.8562,42.4
1972/12,0.014041828,,,0.0125,,275.9099,42.5
1973/01,0.014245621,,,0.0125,,271.9589,42.6
1973/02,0.014363307,,,0.0125,,269.7435,42.9
1973/03,0.014489604,,,0.0125,,267.3793,43.3
1973/04,0.014719232,,,0.0125,,263.2194,43.6
1973/05,0.014875669,,,0.0125,,260.4414,43.9
1973/06,0.014997655,,,0.0125,,258.3229,44.2
1973/07,0.015382285,,,0.0125,,251.874,44.3
1973/08,0.015629139,,,0.0125,,247.8934,45.1
1973/09,0.016000848,,,0.0125,,285.6306,45.2
1973/10,0.016206081,,,0.0125,,282.0175,45.6
1973/11,0.016405573,,,0.0125,,278.5795,45.9
1973/12,0.017042791,,,0.0125,,268.1673,46.2
1974/01,0.017652744,,,0.0125,,297.4057,46.6
1974/02,0.018051724,,,0.0125,,290.8322,47.2
1974/03,0.018190941,,,0.0125,,288.6099,47.8
1974/04,0.018437789,,,0.0125,,284.7436,48
1974/05,0.018582746,,,0.0125,,282.5218,48.6
1974/06,0.018766448,,,0.0125,,279.7667,49
1974/07,0.019037697,,,0.0125,,275.7696,49.4
1974/08,0.019238624,,,0.0125,,272.8885,50
1974/09,0.019456772,,,0.0125,,269.831,50.6
1974/10,0.019842832,,,0.0125,,324.5728,51.1
1974/11,0.020393944,,,0.0125,,315.8036,51.5
1974/12,0.020553251,,,0.0125,,313.3605,51.9
1975/01,0.020815889,,,0.0125,,309.4014,52.1
1975/02,0.020930701,,,0.0125,,307.7014,52.5
1975/03,0.021062738,,,0.0125,,305.7731,52.7
1975/04,0.0212407,,,0.0125,,303.2107,52.9
1975/05,0.021524868,,,0.0125,,299.2102,53.2
1975/06,0.021890838,,,0.0125,,294.2076,53.6
1975/07,0.02206593,,,0.0125,,291.8743,54.2
1975/08,0.022256813,,,0.0125,,289.3696,54.3
1975/09,0.022418985,,,0.0125,,287.2786,54.6
1975/10,0.022533801,,,0.0125,,285.8125,54.9
1975/11,0.022691673,,,0.0125,,283.8224,55.3
1975/12,0.022876811,,,0.0125,,281.5272,55.5
1976/01,0.023318846,,,0.0125,,336.2891,55.6
1976/02,0.023755142,,,0.0125,,330.1168,55.8
1976/03,0.02398764,,,0.0125,,326.9103,55.9
1976/04,0.024155557,,,0.0125,,324.6367,56.1
1976/05,0.024324909,,,0.0125,,322.3813,56.5
1976/06,0.0244225,,,0.0125,,321.0877,56.8
1976/07,0.024629168,,,0.0125,,318.4021,57.1
1976/08,0.024864536,,,0.0125,,315.3801,57.4
1976/09,0.025712732,,,0.0194,,304.979,57.6
1976/10,0.02716083,,,0.0208,,355.1694,57.9
1976/11,0.028387911,,,0.0243,,339.8181,58
1976/12,0.02909976,,,0.0203,,331.5037,58.2
1977/01,0.030026892,,,0.0209,,354.1186,58.5
1977/02,0.030689945,,,0.0225,,346.4685,59.1
1977/03,0.031225267,,,0.0226,,340.5322,59.5
1977/04,0.031697443,,,0.0226,,335.4614,60
1977/05,0.031975866,,,0.0227,,332.5344,60.3
1977/06,0.032367671,,,0.0228,,328.5071,60.7
1977/07,0.032733646,,,0.0229,,324.8341,61
1977/08,0.033405309,,,0.0228,,318.3092,61.2
1977/09,0.033998042,,,0.0228,,312.7572,61.4
1977/10,0.03425781,,,0.0228,,310.3835,61.6
1977/11,0.03463239,,,0.0227,,307.0316,61.9
1977/12,0.035111741,,,0.0227,,302.8343,62.1
1978/01,0.035892481,,,0.0227,,336.1759,62.5
1978/02,0.036407713,,,0.0227,,331.4114,62.9
1978/03,0.036786597,,,0.0227,,327.997,63.4
1978/04,0.037195628,,,0.0227,,324.3904,63.9
1978/05,0.037560162,,,0.0227,,321.2467,64.5
1978/06,0.038076829,,,0.0227,,316.8849,65.2
1978/07,0.038722662,,,0.0227,,311.5984,65.7
1978/08,0.039108727,,,0.0227,,308.523,66
1978/09,0.039555068,,,0.0227,,305.0442,66.5
1978/10,0.040034419,,,0.0227,,301.3944,67.1
1978/11,0.040446314,,,0.0227,,298.3243,67.4
1978/12,0.040789323,,,0.0227,,295.8157,67.7
1979/01,0.042237422,,,0.0227,,330.6413,68.3
1979/02,0.042844504,,,0.0227,,325.9493,69.1
1979/03,0.043425752,,,0.0227,,321.5884,69.8
1979/04,0.043814687,,,0.0228,,318.7332,70.6
1979/05,0.044388764,,,0.0228,,314.6116,71.5
1979/06,0.04488103,,,0.0228,,311.1628,72.3
1979/07,0.045424962,,,0.0228,,307.4363,73.1
1979/08,0.046112416,,,0.0228,,302.856,73.8
1979/09,0.046677878,,,0.0228,,299.1837,74.6
1979/10,0.047493063,,,0.0228,,294.0496,75.2
1979/11,0.048104451,,,0.0227,,290.3147,75.9
1979/12,0.048955512,,,0.0228,,285.2622,76.7
1980/01,0.051342222,,,0.0228,,319.4893,77.8
1980/02,0.052529117,,,0.0228,,312.2698,78.9
1980/03,0.053609811,,,0.0228,,305.9731,80.1
1980/04,0.054546983,,,0.0228,,300.7172,81
1980/05,0.055436799,,,0.0229,,295.8894,81.8
1980/06,0.056536148,,,0.0229,,290.1376,82.7
1980/07,0.058114848,,,0.023,,282.2545,82.7
1980/08,0.059318964,,,0.023,,276.5255,83.3
1980/09,0.059977717,,,0.023,,273.4873,84
1980/10,0.060886183,,,0.023,,269.4087,84.8
1980/11,0.061942482,,,0.0231,,264.8158,85.5
1980/12,0.063567108,,,0.0232,,258.0461,86.3
1981/01,0.065615114,,,0.0233,,325.2613,87
1981/02,0.067226824,,,0.0235,,317.4621,87.9
1981/03,0.068664872,,,0.0236,,310.8137,88.5
1981/04,0.070213437,,,0.0239,,303.9611,89.1
1981/05,0.07127547,,,0.0241,,299.4321,89.8
1981/06,0.072271488,,,0.0243,,295.3055,90.6
1981/07,0.073544494,,,0.0245,,290.1939,91.6
1981/08,0.075060049,,,0.0247,,284.3328,92.3
1981/09,0.076456481,,,0.025,,279.1412,93.2
1981/10,0.078152868,,,0.0253,,273.08,93.4
1981/11,0.079656937,,,0.0256,,267.924,93.7
1981/12,0.081801099,,,0.026,,260.9017,94
1982/01,0.085865536,,,0.0264,,332.4369,94.3
1982/02,0.089239654,,,0.0322,,319.8681,94.6
1982/03,0.09249895,,,0.0455,,308.5982,94.5
1982/04,0.097512044,,,0.0457,,292.7335,94.9
1982/05,0.102993008,,,0.0465,,277.155,95.8
1982/06,0.107954431,,,0.0473,,264.4184,97
1982/07,0.113517202,,,0.0482,,251.4604,97.5
1982/08,0.126255879,,,0.0695,,226.0885,97.7
1982/09,0.1329955,,,0.07,,214.6323,97.9
1982/10,0.139890117,,,0.07,,204.0534,98.2
1982/11,0.146962697,,,0.07,,252.5034,98
1982/12,0.162656416,,,0.0805,,228.1419,97.6
1983/01,0.180355086,,,0.0966,,257.3469,97.8
1983/02,0.190033959,,,0.1024,,244.2394,97.9
1983/03,0.199232046,,,0.1062,,232.9636,97.9
1983/04,0.211845861,,,0.1102,,219.0922,98.6
1983/05,0.221033903,,,0.1142,,209.9849,99.2
1983/06,0.229403889,,,0.1181,,233.2851,99.5
1983/07,0.240746133,,,0.1221,,222.2946,99.9
1983/08,0.250090607,,,0.1261,,213.9882,100.2
1983/09,0.257787495,,,0.1301,,207.5998,100.7
1983/10,0.266341179,,,0.1341,,200.9324,101
1983/11,0.281983237,,,0.138,,189.7864,101.2
1983/12,0.294047381,,,0.142,,181.9999,101.3
1984/01,0.312727718,,,0.146,,223.1924,101.9
1984/02,0.329232318,,,0.1499,,212.004,102.4
1984/03,0.343304281,,,0.1538,,203.314,102.6
1984/04,0.35815555,,,0.1578,,194.883,103.1
1984/05,0.370031686,,,0.1617,,188.6283,103.4
1984/06,0.383423376,,,0.1657,,218.6395,103.7
1984/07,0.395992706,,,0.1697,,211.6992,104.1
1984/08,0.407248839,,,0.1737,,205.8481,104.5
1984/09,0.419380438,,,0.1777,,199.8937,105
1984/10,0.434033654,,,0.1816,,193.1448,105.3
1984/11,0.448929413,,,0.1856,,186.7365,105.3
1984/12,0.467995815,,,0.19,,179.1285,105.3
1985/01,0.502711447,,,0.1953,,217.7335,105.5
1985/02,0.523596222,,,0.2003,,209.0486,106
1985/03,0.5438854,,,0.2058,,201.2503,106.4
1985/04,0.560621062,,,0.2122,,195.2424,106.9
1985/05,0.573902241,,,0.2186,,190.7242,107.3
1985/06,0.588275593,,,0.225,,219.5247,107.6
1985/07,0.608762824,,,0.2418,,212.1369,107.8
1985/08,0.635376852,,,0.2853,,203.2511,108
1985/09,0.660752314,,,0.2972,,195.4456,108.3
1985/10,0.685852223,,,0.312,,188.293,108.7
1985/11,0.717495125,,,0.3289,,179.9888,109
1985/12,0.766340131,,,0.3549,,168.5167,109.3
1986/01,0.834092231,,,0.3858,,206.1089,109.6
1986/02,0.871174477,,,0.418,,197.3357,109.3
1986/03,0.911666717,,,0.4565,,188.5708,108.8
1986/04,0.959263111,,,0.4873,,179.2144,108.6
1986/05,1.012570099,,,0.5175,,169.7796,108.9
1986/06,1.077566644,,,0.5537,,199.5831,109.5
1986/07,1.131332893,,,0.5989,,190.098,109.5
1986/08,1.221531243,,,0.6608,,176.0612,109.7
1986/09,1.294811669,,,0.7202,,166.0968,110.2
1986/10,1.368824029,,,0.7761,,191.1158,110.3
1986/11,1.461304324,,,0.8306,,179.0208,110.4
1986/12,1.576734626,,,0.8898,,165.9149,110.5
1987/01,1.704401293,,,0.9508,,188.8573,111.2
1987/02,1.82738639,,,1.017,,176.147,111.6
1987/03,1.948152699,,,1.0877,,165.2275,112.1
1987/04,2.11860646,,,1.1569,,182.4197,112.7
1987/05,2.278325059,,,1.2306,,169.6314,113.1
1987/06,2.443145733,,,1.3113,,158.1876,113.5
1987/07,2.641021527,,,1.3844,,180.1202,113.8
1987/08,2.856871549,,,1.4542,,166.5113,114.4
1987/09,3.045081395,,,1.5291,,156.2197,115
1987/10,3.298844634,,,1.6053,,180.3184,115.3
1987/11,3.560511423,,,1.6979,,167.0666,115.4
1987/12,4.086392459,,,2.0074,,167.4016,115.4
1988/01,4.718245936,,,2.2124,,173.9805,115.7
1988/02,5.11178304,,,2.2479,,160.5864,116
1988/03,5.373547426,,,2.2809,,157.3685,116.5
1988/04,5.538940737,,,2.281,,152.6694,117.1
1988/05,5.646108688,,,2.281,,149.7716,117.5
1988/06,5.761292137,,,2.281,,146.7773,118
1988/07,5.857456543,,,2.281,,144.3676,118.5
1988/08,5.911343343,,,2.281,,143.0515,119
1988/09,5.945139022,,,2.281,,142.2384,119.8
1988/10,5.990486483,,,2.281,,141.1616,120.2
1988/11,6.070654347,,,2.281,,139.2975,120.3
1988/12,6.197316386,,,2.281,,136.4505,120.5
1989/01,6.349023793,,,2.2954,,143.8545,121.1
1989/02,6.435183543,,,2.3249,,141.9285,121.6
1989/03,6.504944899,,,2.3547,,140.4064,122.3
1989/04,6.602224445,,,2.3851,,138.3376,123.1
1989/05,6.693098769,,,2.4155,,136.4594,123.8
1989/06,6.774384637,,,2.4459,,134.822,124.1
1989/07,6.842148218,,,2.4765,,141.536,124.4
1989/08,6.907332776,,,2.5074,,140.2003,124.6
1989/09,6.973392795,,,2.538,,138.8722,125
1989/10,7.076525015,,,2.5685,,136.8483,125.6
1989/11,7.175855437,,,2.5991,,134.954,125.9
1989/12,7.418029579,,,2.6298,,143.6384,126.1
1990/01,7.776037302,,,2.6604,,137.0254,127.4
1990/02,7.952119854,,,2.69,,133.9912,128
1990/03,8.09230992,,,2.7195,,131.67,128.7
1990/04,8.215471549,,,2.7502,,129.6961,128.9
1990/05,8.358837676,,,2.7804,,127.4716,129.2
1990/06,8.542938589,,,2.8074,,124.7246,129.9
1990/07,8.698734834,,,2.8317,,122.4907,130.4
1990/08,8.846950442,,,2.8565,,120.4386,131.6
1990/09,8.973061369,,,2.881,,118.7459,132.7
1990/10,9.102059888,,,2.9054,,117.063,133.5
1990/11,9.343723103,,,2.9278,,134.5952,133.8
1990/12,9.638213954,,,2.9409,,130.4827,133.8
1991/01,9.883879895,,,2.9532,,127.2396,134.6
1991/02,10.05642472,,,2.965,,125.0564,134.8
1991/03,10.19983964,,,2.9769,,123.2981,135
1991/04,10.30668755,,,2.989,,122.0198,135.2
1991/05,10.40744167,,,3.0012,,120.8386,135.6
1991/06,10.51664758,,,3.0134,,119.5838,136
1991/07,10.60958427,,,3.0256,,118.5363,136.2
1991/08,10.68342298,,,3.038,,117.717,136.6
1991/09,10.78985037,,,3.0502,,116.5559,137.2
1991/10,10.91534274,,,3.0624,,115.2158,137.4
1991/11,11.1863741,,,3.0698,,125.947,137.8
1991/12,11.44967987,,,3.07,,123.0507,137.9
1992/01,11.65777847,,,3.0685,,120.8541,138.1
1992/02,11.79590044,,,3.0636,,119.439,138.6
1992/03,11.91594772,,,3.0664,,118.2357,139.3
1992/04,12.02217132,,,3.068,,117.191,139.5
1992/05,12.10143789,,,3.098,,116.4234,139.7
1992/06,12.18334519,,,3.1185,,115.6407,140.2
1992/07,12.26027241,,,3.1165,,114.9151,140.5
1992/08,12.33559223,,,3.0913,,114.2135,140.9
1992/09,12.44289652,,,3.0862,,113.2285,141.3
1992/10,12.53249354,,,3.1185,,112.419,141.8
1992/11,12.63662034,,,3.1198,,111.4927,142
1992/12,12.81655348,,,3.1182,,109.9274,141.9
1993/01,12.97731976,,,3.11,,117.334,142.6
1993/02,13.08334531,,,3.0989,,116.3832,143.1
1993/03,13.15959369,,,3.1083,,115.7088,143.6
1993/04,13.2354804,,,3.0955,,115.0454,144
