Date,P,U,BYM,E,R,W,PUSA
2008-07-01,0.264046923035482,-0.491824482509294,-0.0139488773219103,-1.36383955805465,1.75458180075818,5.00662291215793,9.23153780614541
2008-08-01,0.359093102739538,-0.556642787180952,-0.0048692046330398,-1.56859723267427,2.03994597819398,4.82631791578622,8.24820426439293
2008-09-01,0.526148912443562,-0.47455968985261,-0.00712521823590128,-1.14115490729388,2.14531015562978,4.79790002453434,7.61363379453583
2008-10-01,0.696313062147626,-0.304684924524268,0.0300413801602701,0.701887418086502,2.17067433306557,4.77253679014518,5.49883048154153
2008-11-01,1.17938242185166,0.211519389804074,0.0327658347215982,1.23262974346688,2.22603851050137,4.63161742830505,1.92448795286093
2008-12-01,1.36560627155569,0.212569751132417,0.0585508628238824,1.48797206884727,2.24140268793717,4.01826179195511,0.197395424180288
2009-01-01,1.23581659125974,0.351686512460759,0.0600463675474264,1.90821439422765,1.91676686537296,0.313987773252248,0.3214303464801
2009-02-01,1.09877413096379,0.684640999789102,0.0574465694295277,2.52065671960804,1.45213104280876,0.608611058470933,0.484759386426929
2009-03-01,1.20884390066783,0.640777544117443,0.0422663605718424,2.68559904498842,1.15749522024455,0.641775520160218,-0.18641157362623
2009-04-01,1.16349718037187,0.884618108445785,0.0415147698211522,1.37894137036881,0.202859397680351,0.28588507988872,-0.417874200346033
2009-05-01,0.668478730075921,1.28663663777413,0.0384332978221738,1.05028369574919,-0.691776424883853,0.396511796479952,-0.650711827065868
2009-06-01,0.507087689779953,0.978937812102471,0.0216747819263205,1.12112602112957,-1.20641224744806,0.602751013071207,0.395707899155498
2009-07-01,0.407863249483998,1.15647206743081,0.0290496436450934,1.08276834650996,-1.54104807001226,0.925552334782276,0.00933922668403798
2009-08-01,0.285844389188031,1.40601422675915,0.0149231079972719,0.666010671890339,-1.56568389257646,1.04484733841055,0.387005684931542
2009-09-01,0.349289208892091,1.6859411750875,0.00431634144594407,1.00685299727072,-1.54031971514067,1.17532944715865,0.19043521507446
2009-10-01,0.273377238596128,1.19458181841584,0.00982928875863104,0.814395322651109,-1.53495553770487,1.47966621276951,0.493631902080135
2009-11-01,0.35184565830018,0.992762644744181,0.00560197309000204,0.625937648031492,-1.50959136026908,1.86774685092938,1.22028937339955
2009-12-01,0.357268318004204,0.998194436072523,0.021347578044399,0.289479973411877,-1.50422718283328,1.48919121457944,1.30919684471894
2010-01-01,0.847072397708262,1.12123920440087,0.0201606377794098,0.18972229879226,-1.51886300539748,-2.74518280412342,1.25623176701873
2010-02-01,0.976310197412291,0.826744294729208,0.0142731729949488,0.288764624172645,-1.50349882796169,-2.76925951890473,0.423560806965582
2010-03-01,1.20397844711633,0.86318639805755,0.0139471241545391,-0.116193050446974,-1.49813465052589,-2.85469505721546,0.126389846912389
2010-04-01,0.679430866820385,1.17443367238589,-0.000420532711235041,-0.544350725066588,-1.47277047309009,-2.61868549748696,-0.258072779807434
2010-05-01,-0.0725428534755654,0.971620971714234,0.00651887799811876,-0.160108399686203,-1.4674062956543,-2.20315878089571,-0.937910406527243
2010-06-01,-0.385724003771526,0.859487465042576,-0.00361714154360862,-0.17566607430582,-1.4620421182185,-1.80621956430446,-1.94149068030589
2010-07-01,-0.51810396406749,1.01894645637092,0.0118213005987134,-0.121323748925437,-1.47667794078271,-1.43691824259338,-1.93985935277734
2010-08-01,-0.605931194363447,0.74281438469926,0.00480035892627379,-0.285681423545052,-1.49131376334691,-1.35432323896511,-1.74419289452983
2010-09-01,-0.512957234659408,1.0118470620276,-0.00447856446695259,-0.207139098164667,-1.48594958591111,-1.248641130217,-1.94876336438692
2010-10-01,-0.349527804955355,1.06427921635594,0.000627250336801609,-0.670996772784285,-1.51058540847532,-1.22310436460616,-1.58156667738122
2010-11-01,-0.0472596352513197,1.04313960868429,-0.00828242230287996,-0.8557544474039,-1.50522123103952,-1.08372372644628,-0.915909206061844
2010-12-01,0.0317268344527289,1.24779928601263,0.011409351317202,-0.836112122023516,-1.47985705360372,-1.53457936279621,-0.0700017347424454
2011-01-01,0.106377004156758,0.770734145340971,0.00259337381461695,-1.14586979664313,-1.50449287616793,-5.86065338149909,0.183033187557357
2011-02-01,0.0984591638608119,1.00732169366931,-0.00220258085482289,-1.27732747126275,-1.51912869873213,-5.7053300962804,0.382362227504188
2011-03-01,-0.0469368764351519,0.854562491997656,-0.0252053648708087,-1.38898514588236,-1.51376452129634,-5.33406563459112,1.35319126745105
2011-04-01,-0.343333586731103,0.945734545325998,-0.0167408408162862,-1.70424282050198,-1.49840034386054,-5.37385607486263,2.02972864073121
2011-05-01,-1.19189688702707,1.11547849065434,-0.027177858383254,-1.8711004951216,-1.49303616642474,-4.85712935827138,2.23889101401138
2011-06-01,-1.48603985732303,1.30788877998268,-0.0365284987455055,-1.78335816974121,-1.48767198898895,-4.48369014168012,1.20631074023274
2011-07-01,-1.41582798761898,0.962416953311025,-0.0305947752912043,-1.95571584436083,-1.51230781155315,-4.35088881996906,1.36194206776128
2011-08-01,-1.58676643791493,1.04650262663937,-0.0363460677479612,-1.51737351898044,-1.51694363411735,-4.16289381634078,1.87960852600877
2011-09-01,-1.6915951382109,0.833954003967709,-0.0231455135257109,-0.815331193600059,-1.54157945668156,-3.81261170759267,1.89203805615172
2011-10-01,-1.47038261850686,0.636829228296051,-0.0228156197137679,-0.319988868219676,-1.52621527924576,-3.84277494198184,1.51923474315738
2011-11-01,-0.935148818802799,0.820762547624393,-0.0260973620674639,-0.221346542839294,-1.51085110180997,-3.95359430382195,1.90189221447677
2011-12-01,-0.591483019098758,0.789881900952736,-0.00299933016736947,-0.161904217458909,-1.50548692437417,-4.68964994017188,1.81379968579617
2012-01-01,-0.331205649394716,0.401061966281078,-0.0116933095721474,-0.465161892078525,-1.51012274693837,-9.12132395887476,2.01583460809596
2012-02-01,-0.462327999690684,1.06248282160942,-0.0121755761916362,-1.22481956669814,-1.51475856950258,-8.81260067365607,2.12716364804282
2012-03-01,-0.707639899986629,0.793224047937763,-0.00660305603155986,-1.32647724131776,-1.51939439206678,-8.32143621196679,2.66899268798966
2012-04-01,-1.2444356702826,0.684791439266105,0.000337143577283597,-1.08773491593737,-1.54403021463098,-8.08572665223827,2.59953006126986
2012-05-01,-1.78198269057854,0.553596125594447,0.00568660197188849,-0.639692590556988,-1.51866603719519,-7.94769993564704,1.48069243455
2012-06-01,-1.71252207087451,0.600687219922788,0.020154441356722,-0.269650265176606,-1.51330185975939,-7.9934607190558,0.35311216077139
2012-07-01,-1.56267802117045,0.534572743251131,0.000969776812917581,-0.918607939796221,-1.4879376823236,-7.93285939734473,-0.0652565117000807
2012-08-01,-1.61642192146642,0.729152146579473,0.0034461377752873,-1.18536561441584,-1.4725735048878,-7.87086439371644,1.1044099465474
2012-09-01,-1.55823001176239,0.382730761907815,-0.0127498488919097,-1.43362328903545,-1.457209327452,-7.69298228496835,1.80083947669034
2012-10-01,-1.44669956205834,0.705021826236157,-0.0214895650641296,-1.60428096365507,-1.43184515001621,-7.57164551935749,1.80603616369602
2012-11-01,-1.19468591235429,0.9359292125645,-0.0169417389633607,-1.44623863827469,-1.40648097258041,-7.32976488119762,1.28369363501541
2012-12-01,-1.30026586265025,0.694722224892842,-0.0254400807400681,-1.7227963128943,-1.40111679514461,-7.19022051754755,1.1336011063348
2013-01-01,-1.26611385294622,0.965422934221184,-0.0463387568691533,-1.92425398751392,-1.39575261770882,-11.5782945362504,1.02163602863459
2013-02-01,-1.15833963324216,0.612544549549526,-0.0532375396092441,-1.98811166213353,-1.41038844027302,-11.5325712510317,2.02096506858143
2013-03-01,-0.852236193538116,0.779224189877868,-0.053104216526174,-2.18436933675315,-1.74502426283723,-11.6492067893425,1.44079410852828
2013-04-01,-1.08853313383407,0.82204722620621,-0.0703220967852827,-2.59032701137276,-1.88966008540143,-11.7554972296139,0.436331481808481
2013-05-01,-1.65162255413004,0.776168425534553,-0.0664214409375209,-2.61938468599238,-1.89429590796563,-11.6028705130227,0.00149385508864864
2013-06-01,-1.991591594426,0.847184789862895,-0.074314728595764,-1.991842360612,-1.90893173052984,-11.1791312964315,-0.230086418690005
2013-07-01,-2.30902321472196,0.682051669191237,-0.0899827520474634,-2.19920003523161,-1.88356755309404,-10.5863299747204,-0.18245509116144
2013-08-01,-2.3672745950179,0.63807681451958,-0.078529341993865,-2.17025770985123,-1.88820337565824,-10.5126349710921,-0.00678863291396203
2013-09-01,-2.34965003531387,0.790404700847922,-0.0810574509187264,-2.00451538447085,-2.09283919822245,-10.280652862344,-0.0663591027710154
2013-10-01,-2.24938828560982,0.717607436176264,-0.0837675808203998,-2.13467305909046,-2.20747502078665,-10.1366160967332,-0.574162415765376
2013-11-01,-1.77049801590578,0.393618874504605,-0.0760377865203593,-2.14633073371008,-2.39211084335086,-10.1221354585733,-0.477504944445986
2013-12-01,-1.58309160620175,0.564371316832948,-0.06793505100601,-2.25628840832969,-2.38674666591506,-10.6469910949232,-0.0275974731265739
2014-01-01,-1.12448500649769,0.718793434161291,-0.0653670542876045,-2.12434608294931,-2.39138248847926,-15.4833651136261,0.0484374491732073
2014-02-01,-1.20076632679365,0.608315895489633,-0.0558291669064403,-2.09000375756892,-2.37601831104347,-15.2206418284074,0.026766489120063
2014-03-01,-1.25901770708961,1.16370370281798,-0.0692512770807577,-2.21976143218854,-2.36065413360767,-14.9243773667181,0.351595529066913
2014-04-01,-1.70791757738557,0.757707186146317,-0.0656987834043966,-2.42341910680816,-2.34528995617187,-14.8030678069896,0.3681329023471
2014-05-01,-2.26950449768152,0.806177161474659,-0.0649063452248765,-2.59997678142777,-2.34992577873608,-14.6611410903984,0.347295275627284
2014-06-01,-2.41339804797748,0.679430282803001,-0.0625231743105146,-2.62103445604739,-2.71456160130028,-14.4486018738071,-0.000284998151384488
2014-07-01,-2.47089818827344,1.05194699813134,-0.0684696424709603,-2.687192130667,-2.83919742386449,-14.1334005520961,-0.137653670622821
2014-08-01,-2.4562786085694,0.697420859459686,-0.0558542234185861,-2.56794980528662,-2.83383324642869,-14.1260055484678,-0.640987212375317
2014-09-01,-2.37029055886535,0.633644195788028,-0.0548943678489261,-2.57310747990624,-2.83846906899289,-13.9512234397197,-0.793557682232417
2014-10-01,-2.18739162916131,0.50778511811637,-0.0380172513906985,-2.35286515452585,-2.8331048915571,-13.8741866741088,-1.29636099522673
2014-11-01,-1.78362606945727,0.492776629444712,-0.0419362066832106,-2.30412282914547,-2.8277407141213,-13.746906035949,-2.00470352390734
2014-12-01,-1.64880695975323,0.0065949477730552,-0.0293664981472293,-1.51578050376508,-2.8123765366855,-14.1975616722989,-2.87379605258795
2015-01-01,-2.01807463004918,0.235496449101396,-0.0173271290520762,-1.3230381783847,-2.80701235924971,-17.8887356910018,-4.76976113028817
2015-02-01,-2.14318700034515,0.308725376429739,-0.00262107530071848,-1.13839585300432,-2.80164818181391,-17.5706124057831,-4.64143209034131
2015-03-01,-2.07823387064111,0.143943303758081,0.00591073360452132,-0.911153527623934,-2.79628400437812,-17.3980479440938,-4.43160305039447
2015-04-01,-2.59549721093705,0.215525169086423,0.00843441560011033,-0.945011202243551,-2.79091982694232,-15.9683383843653,-4.71406567711429
2015-05-01,-3.322358491233,0.295569679414765,0.00882347937782088,-0.968668876863166,-2.78555564950652,-15.651911667774,-4.35690330383409
2015-06-01,-3.46700329152897,0.290561001743107,0.00764280544465243,-0.82432655148278,-2.78019147207073,-15.4383724511828,-4.31448357761275
2015-07-01,-3.62967802182494,0.34987743107145,0.0167649053363004,-0.448784226102397,-2.77482729463493,-15.0111711294717,-4.3428522500842
2015-08-01,-3.73600922212088,0.264417615399792,0.0271951631016226,0.0947580992779874,-2.74946311719913,-14.8764761258435,-4.7861857918367
2015-09-01,-3.69885222241683,0.0685350277281341,0.0189003665194546,0.387600424658372,-2.73409893976334,-14.6518940170953,-5.48875626169378
2015-10-01,-3.5377394727128,0.319483955056476,0.0260769455950331,0.0960427500387536,-2.74873476232754,-13.4443572514845,-5.50055957468813
2015-11-01,-3.34657682300876,-0.0688802606151812,0.0193630649464078,0.0724850754191363,-2.73337058489175,-13.1093766133246,-5.42890210336869
2015-12-01,-3.27561371330471,0.195021602713161,0.00934613886084218,0.383227400799521,-2.62800640745595,-13.5043322496746,-5.76999463204933
2016-01-01,-3.22643677360067,0.0479694050415034,0.0228422721201345,1.30296972617991,-2.48264223002015,-17.4640062683774,-6.16995970974952
2016-02-01,-3.12542377389663,0.164715747369845,0.0330773602484392,1.75231205156029,-2.28727805258436,-17.3880829831587,-6.86163066980271
2016-03-01,-3.28359102419259,0.0406889426981872,0.0197730161251873,0.950554376940675,-1.97191387514856,-16.9848185214695,-7.02780162985584
2016-04-01,-3.85870039448853,-0.28243178197347,0.0332619018272064,0.64829670232106,-1.96654969771276,-16.730808961741,-6.66126425657566
2016-05-01,-4.54875056478451,-0.111998518645128,0.0394238002987886,1.14003902770144,-1.94118552027697,-16.4524822451497,-6.54210188329546
2016-06-01,-4.74072392508047,-0.177735835316786,0.0429923328179193,1.69028135308182,-1.91582134284117,-16.1886430285585,-6.54368215707413
2016-07-01,-4.79822406537641,-0.296839255988444,0.0469259800666908,1.55672367846221,-1.45045716540538,-15.8736417068474,-6.97805082954559
2016-08-01,-4.83619178567237,-0.333742748660102,0.0489790785511478,1.40646600384259,-1.41509298796958,-15.8113467032191,-6.86238437129809
2016-09-01,-4.57816815596833,-0.249453671331759,0.0607800612887258,2.01270832922298,-1.38972881053378,-15.817564594471,-6.61495484115515
2016-10-01,-4.32014451626429,-0.505142122003418,0.0584926641429817,1.76575065460336,-0.884364633097986,-15.8179278288602,-6.21875815414946
2016-11-01,-3.89985152656024,-0.508192937675075,0.0523080051101241,2.70389297998375,-0.64900045566219,-15.7065471907003,-6.02110068283007
2016-12-01,-3.7680373968562,-0.442371695346733,0.0385067562803098,3.21873530536413,-0.143636278226394,-16.1539028270502,-5.4721932115107
2017-01-01,-2.49357648715215,-0.544942705018391,0.0500549319097784,4.02187763074452,0.151727899209403,-16.4382768457531,-4.85615828921092
2017-02-01,-2.24306531744813,-0.633488475690048,0.0550601404636396,2.9735199561249,0.467092076645199,-16.5197535605344,-4.97882924926404
2017-03-01,-1.95574305774407,-0.533046740361707,0.0494224612526591,1.94266228150528,0.662456254080995,-16.5814890988451,-5.96800020931724
2017-04-01,-2.12968648804002,-0.598764021033364,0.0497815898354761,1.23800460688567,0.907820431516792,-16.7493795391166,-6.00746283603704
2017-05-01,-2.53351152833599,-0.527785475705022,0.0389360993939224,1.20944693226605,1.02318460895259,-16.7788528225254,-6.64730046275685
2017-06-01,-2.58575293863195,-0.79073372637668,0.0387330836285344,0.556989257646437,1.25854878638838,-16.6569136059341,-7.21588073653549
2017-07-01,-2.5170435689279,-0.815675521048338,0.0307951575376091,0.161831583026816,1.42391296382418,-16.4642122842231,-7.42924940900695
2017-08-01,-2.33639838922386,-0.732868121719995,0.0251251537712445,0.0619739084072021,1.43927714125998,-16.6160172805948,-6.80158295075945
2017-09-01,-2.32703752951983,-0.721940254391653,0.027949694816486,-0.00308376621241448,1.44464131869577,-16.3506351718467,-5.83315342061654
2017-10-01,-2.01267036981578,-0.612336335063311,0.0272498640467411,0.866158559167969,1.45000549613157,-16.3896984062358,-5.89395673361084
2017-11-01,-1.30615224011173,-0.564688287734968,0.0153101412424343,1.06210088454836,1.45536967356737,-16.536417768076,-5.31429926229145
2017-12-01,-1.01882997040769,-0.679483220406627,0.00333646674574379,1.09124320992874,1.59073385100316,-7.24807340442589,-4.98939179097206
2018-01-01,-0.78709999070365,-0.758105281078284,0.00851261631030316,0.974885535309126,1.72609802843896,-15.2533474231288,-4.43735686867228
2018-02-01,-0.701111940999607,-0.782870355749942,0.0135508308726791,0.544227860689505,1.87146220587475,-15.1577241379101,-4.20002782872544
2018-03-01,-0.67071617129555,-0.7763755214216,0.0225641857754281,0.543570186069891,1.92682638331055,-14.9498596762208,-4.82419878877857
2018-04-01,-1.29841283159152,-0.653907248093258,0.0213323632371926,0.149712511450273,1.94219056074635,-14.6445501164923,-4.59466141549842
2018-05-01,-1.74956644188748,-0.799365442764916,0.0177983183899716,1.23635483683066,1.95755473818214,-14.623123399901,-4.40149904221824
2018-06-01,-1.65756841218343,-0.678676136436574,0.0353494639895282,2.00109716221104,2.04291891561794,-14.6545841833098,-4.79107931599688
2018-07-01,-1.41532097247938,-0.740368879108231,0.020031300510949,0.751339487591425,2.21828309305373,-14.6443828615987,-4.81844798846833
2018-08-01,-1.12280680277534,-0.76239093677989,0.0264597589237344,0.386781812971814,2.23364727048953,-14.9128878579704,-4.78378153022085
2018-09-01,-0.988193533071308,-0.697031825451547,0.0165157748950063,0.575424138352192,2.23901144792533,-14.7753057492223,-4.82235200007788
2018-10-01,-0.755580263367262,-0.820490759123205,0.0096449907750617,0.528966463732578,2.25437562536112,-14.7333689836115,-4.28115531307224
2018-11-01,-0.182966993663212,-0.686730152794863,0.00830531832952646,1.65880878911296,2.38973980279692,-14.7519883454516,-4.55449784175285
2018-12-01,0.243646276040823,-0.426750671466521,-0.0311110966139903,1.52995111449335,2.55510398023272,-15.4738439818016,-4.88959037043344
2019-01-01,0.041259545744867,-0.547009575138179,-0.0351315713290165,0.51149343987373,2.74046815766851,-6.81791800050444,-5.20155544813363
2019-02-01,-0.278127184551093,-0.659679303809836,-0.0412292675286018,0.429935765254113,2.71583233510431,-6.29389471528574,-5.02422640818679
2019-03-01,-0.171513914847052,-0.392428667481494,-0.0534983333657858,0.417278090634499,2.68119651254011,-6.19673025359646,-4.78539736823998
2019-04-01,-0.406900645143009,-0.511827273153151,-0.05736427244911,0.150120416014881,2.6665606899759,-6.30502069386795,-4.20185999495976
2019-05-01,-0.99528737543896,-0.45646750382481,-0.0580884514312953,0.158962741395266,2.6819248674117,-6.1184939772767,-4.50669762167963
2019-06-01,-1.21967410573491,-0.464489922496467,-0.0649265815181593,0.30550506677565,2.68728904484749,-5.82365476068548,-5.24627789545826
2019-07-01,-1.12206083603088,-0.476135958168125,-0.0830239006432744,0.0248473921560351,2.66265322228329,-5.6944534389744,-4.86264656792968
2019-08-01,-1.42944756632684,-0.516028590839783,-0.0704091091394165,0.49118971753642,2.55801739971909,-5.34595843534612,-4.98098010968219
2019-09-01,-1.4478342966228,-0.477107157511441,-0.0775676295604116,0.469432042916799,2.39338157715488,-5.07887632659801,-5.11155057953927
2019-10-01,-1.17722102691874,-0.373380443183099,-0.0899932817097451,0.158974368297189,2.19874575459068,-5.12893956098715,-4.42935389253363
2019-11-01,-0.624607757214702,-0.459315056854756,-0.0866769440706213,0.0256166936775682,2.07410993202648,-5.20755892282729,-3.99369642121419
2019-12-01,-0.326994487510672,-0.876939375526414,-0.115314972911655,-0.146240980942045,1.90947410946227,-5.85921455917722,-3.7577889498948
2020-01-01,-0.104381217806617,-0.318744918198072,-0.0978373248924551,-0.574198655561661,1.74483828689807,8.64231142211992,-3.55175402759502
2020-02-01,0.0472320518974268,-0.42635391086973,-0.0998979472955547,-0.670156330181276,1.61020246433386,8.57553470733858,-3.73142498764821
2020-03-01,-0.294154678398539,-0.692319888541388,-0.0732897257732165,2.47608599519911,1.32556664176966,9.18239916902788,-5.48159594770132
2020-04-01,-1.6675414086945,0.728394639786955,-0.0343879820627072,4.70862832057949,0.770930819205457,10.5126087287564,-7.97005857442116
2020-05-01,-1.55092813899044,0.305298007115297,-0.0103460249847271,3.99477064595988,0.236294996641253,9.84453544534761,-8.81389620114095
2020-06-01,-1.26031486928642,1.47986167544364,-0.0036205482107419,2.55331297134026,-0.108340825922951,9.47687466193886,-8.20147647491961
2020-07-01,-0.849701599582372,1.05118896177198,0.0178859754965526,2.76525529672064,-0.522976648487154,9.16167598364992,-6.94184514739106
2020-08-01,-0.71708832987832,0.937794698100323,0.0233666109368176,2.46229762210102,-0.777612471051359,8.96697098727822,-6.23017868914358
2020-09-01,-0.76047506017427,0.830394884428666,0.0126044038441803,1.81393994748141,-1.02224829361556,9.23195309602631,-6.19974915900066
2020-10-01,-0.390861790470237,0.626824811757008,0.0138887239101563,1.46838227286179,-1.20688411617977,8.99388986163718,-5.99655247199501
2020-11-01,-0.599248520766207,0.568525481085349,0.00643993774926005,0.565024598242177,-1.23151993874397,9.73247049979703,-5.58189500067558
2020-12-01,-0.474635251062151,0.118589576413692,-0.0276219222525636,-0.0180330763774367,-1.23615576130817,9.21031486344712,-4.86698752935621
2021-01-01,0.173978018641892,0.609683281742035,0.0016572814442964,-0.167590750997055,-1.25079158387238,20.1888408447442,-4.54995260705644
2021-02-01,0.580591288345931,0.414256894070376,0.00723774463660259,0.128651574383328,-1.35542740643658,19.7380641299629,-4.00462356710955
2021-03-01,1.20720455804997,0.469818533398718,0.0331868492655528,0.620293899763715,-1.43006322900078,19.0593285916522,-3.32879452716267
2021-04-01,1.28281782775402,0.756332634727061,0.0292772330669672,-0.172163774855901,-1.42469905156499,18.5304381513807,-1.91425715388254
2021-05-01,1.22143109745807,0.149622304055403,0.0261593408705248,-0.299021449475516,-1.40933487412919,18.083164867972,-0.622094780602373
2021-06-01,1.53004436716211,0.0437654993837454,0.0212283022645487,-0.301679124095136,-1.3739706966934,17.6732040845632,1.08832494561904
2021-07-01,1.90365763686615,0.156371452712088,0.0276752073137186,-0.423136798714749,-1.1686065192576,17.3823054062743,2.35095627314752
2021-08-01,1.83027090657019,0.0664933730404299,0.0335299507362439,-0.398094473334366,-1.0332423418218,17.4350004099025,2.80962273139507
2021-09-01,2.24188417627423,-0.0158994396312281,0.0411262662670543,-0.499552147953983,-0.927878164386007,17.1157825186506,3.22105226153796
2021-10-01,2.91149744597827,-0.0998401063028857,0.0441031478633071,-0.0914098225735972,-0.692513986950211,16.4864192842615,5.59524894854367
2021-11-01,3.94411071568232,-0.0911193109745436,0.0411086101234128,0.164232502806788,-0.537149809514415,15.7063999224214,7.52790641986301
2021-12-01,4.07772398538637,-0.134648008646202,0.00841406423817443,0.310874828187172,-0.221785632078618,15.1745442860714,8.85181389118248
2022-01-01,4.4813372550904,-0.32808002631786,0.0396343851482304,-0.259382846432446,0.0635785453571773,37.6922702673686,10.4068488134822
2022-02-01,5.16995052479443,-0.238701521989517,0.0492862900627116,-0.306840521052061,0.368942722792974,36.7781935525873,12.0881778534291
