"Date","s23_obs","s54_obs","s23_stationary_PLS","s54_stationary_PLS","s23_stationary_PCA","s54_stationary_PCA","s23_classic_PCA","s54_classic_PCA","s23_classic_PLS","s54_classic_PLS","s23_stationary_SPCA","s54_stationary_SPCA","s23_stationary_SPLS","s54_stationary_SPLS"
2021-04-01,-7.48934483329259,-4.09442917862087,-2.45138554830987,-1.17987114898605,-1.77932563032681,-1.1738344994712,-3.86331942728586,-2.3209140898017,-3.26630208479295,-2.9753542936432,-4.34604749459119,-1.90227014745501,-5.62449438198767,-3.94925212073857
2021-05-01,-7.12941817689159,-3.34956800401485,-0.608935185500864,0.668836621803675,-0.00918164189451165,0.338987668834479,-2.44243838344209,-1.77863469691795,2.12721023266371,2.17564652014299,-0.100250097754558,0.367042878905171,-1.82106020389245,0.647624221578529
2021-06-01,-10.0554815116746,-4.27410372803184,-4.68221199948124,-2.97281866201811,-3.65125288000414,-2.52652328474122,-3.8717508278601,-2.01466384945625,-4.70001384550031,-1.83110521866586,-5.47291189552946,-3.07104264779601,-3.37188949875589,-1.4648207382182
2021-07-01,-10.2967237963396,-5.53321226076681,-4.98020645398144,-3.22628023966985,-4.59114032535411,-3.04357561535175,-5.86436590074953,-3.26654957393629,-6.04822633141385,-3.16324835941087,-5.81004533963292,-3.39755417616831,-4.32221941971344,-2.67544974344092
2021-08-01,-5.39385601362059,-6.33251915828481,-6.16296474954783,-3.84895126230448,-7.39159120550561,-4.29895347751822,-7.46597416669112,-4.173228587167,-8.60698580003407,-5.91706156378619,-8.74877441818245,-4.64099910147288,-6.66598751309881,-5.23504537465731
2021-09-01,-6.13346300614158,-5.65864979571378,-10.1036956862852,-6.22922274477447,-9.80600783029616,-6.19888776362522,-9.91499113403834,-5.33958581283045,-12.7046842367606,-7.77832313290847,-12.3749488990093,-6.93609971689843,-8.56109304348701,-6.35211345972735
2021-10-01,-7.18102501927558,-10.4415193549688,-10.0432121289449,-6.83194316046913,-10.0327206675903,-6.49407524809745,-9.16890717716183,-4.74902563282172,-13.1676040880603,-7.54969025045184,-13.4219967007621,-7.45761204769123,-5.71618309114062,-4.68841265603874
2021-11-01,-9.02819289836259,-12.6466697287498,-8.94123854605704,-5.65380920595336,-8.65054555407609,-5.57242334801741,-8.95774029259715,-4.81384369124268,-11.922835143672,-7.64502418172346,-11.5782273788162,-6.41530234164046,-8.84476785121493,-6.53170127223821
2021-12-01,-8.11653911589658,-11.1405347103317,-4.60833167421677,-4.06051317681546,-8.65049084164394,-5.17042444553551,-12.0786500755454,-7.11651560791396,-12.8541753314384,-10.9828052738083,-9.92078362090985,-5.42509846345536,-9.93532051927533,-9.51782664454237
2022-01-01,-6.33195488204659,-10.8361369627577,0.202202380570289,-0.382070569636518,-5.49254835766864,-2.54110807172758,-11.6562852584347,-7.51274919658892,-7.81727689769185,-9.77340866807986,-3.83727999389205,-1.91673690176407,-12.2561394192081,-11.2808293836769
2022-02-01,-4.98153234347458,-8.03011908113171,-5.27611300982624,-2.0732493196411,-5.84550934839538,-3.09579942390597,-8.73155490035927,-5.32303659300833,-6.59581790461747,-5.71989208172101,-5.85988541014111,-3.03883048413032,-6.63291404289417,-5.82450331892846
2022-03-01,-2.93871662563658,-4.62262321641269,-0.367854847513971,-2.21963449073095,-1.73763917400133,-2.03980510381826,-5.34941229455935,-3.01438915988415,-8.97464133095858,-8.6704796336853,-6.38108069840235,-3.35538142656983,-9.5739558615066,-8.42353979354443
2022-04-01,-1.96614837912659,-6.18260399036167,0.710376874424968,-0.849740005572187,-0.126227881942775,-0.759376180180261,-3.53644553346833,-2.09972062794464,-5.66124385481214,-6.53254646893079,-3.70743167743362,-1.79579806196433,-9.77468948227086,-7.90618468190317
2022-05-01,-6.32377905883758,-7.16860044181665,2.01879491119914,-0.0934093231390915,2.40811874475557,0.619040781377063,2.14960957229038,1.48757975475852,-2.25673202936877,-3.35567101703469,-1.96564879648909,-0.684350969169765,-6.50559530578386,-4.81317119376375
2022-06-01,-6.37787906829058,-10.3143805418176,1.5320699783734,-0.451477512278722,3.01082112784716,0.653485441404853,1.68755611115933,1.24605948790286,-3.00654478019942,-3.92993525082481,-2.16467948418946,-0.936660195655946,-8.09933189862361,-5.83182628284082
2022-07-01,-7.44445720409759,-4.72366857049161,0.178056068307376,-1.81103419662974,0.683914493426208,-0.851272171224939,-0.603408482645186,0.0302220794336643,-7.28890879968546,-7.83293585166431,-4.34402305791973,-2.39461254275826,-5.597351359158,-7.02774492469509
2022-08-01,-7.32486734668859,-8.75757623052961,-1.29803144083582,-1.79477490307921,-0.814409721583086,-1.41981371709207,-4.14886726923306,-2.30247308316697,-8.02742471036774,-8.68892602101722,-3.63561902768771,-2.33700092908507,-9.88805386584564,-9.59185926311506
2022-09-01,-8.01922464288058,-7.63769452211258,0.76777399701903,-0.468424049593834,1.11116690871581,-0.137841008629602,-2.16682909289555,-1.26123472771801,-4.81664280473282,-6.15229989581694,-1.09754745565392,-0.861294637384793,-8.04458600330939,-7.51240365466356
2022-10-01,-7.45534444433458,-3.79522760460457,0.93038412066435,-1.76120716989955,1.86820755519745,-0.557333089407844,-1.56278048516291,-0.611473976967041,-7.20329022765868,-7.23773163693034,-4.38783460791776,-2.44451495645051,-9.21520603474525,-7.71257393689925
2022-11-01,-5.13837623390958,7.96005569114745,-4.34495596957738,-3.87102886974572,-3.26570677458244,-3.11562619862334,-4.6458448264057,-2.25770762290296,-10.3522738929454,-8.35017842833827,-7.14453610801066,-4.32442308114755,-7.08365063269389,-7.10718249449923
2022-12-01,-2.07492415643759,10.0074280685585,-3.97736898557279,-2.14921366765409,-4.35630935813234,-2.83088516591123,-7.86312810329505,-4.6869669812273,-8.68475528936021,-8.23580099700517,-5.03468648624093,-3.02508889894393,-8.70865550648472,-8.17949827772676
2023-01-01,-1.34883345383659,-9.32555439712651,0.0359400920621402,0.333689904633732,-1.37211703058744,-0.664429441016393,-5.30975483424449,-3.48264529851882,-3.97363124370151,-5.76605085042003,-0.90185889444942,-0.500598026554935,-7.2488955002612,-6.96461518417393
2023-02-01,-0.662372786493588,-5.0673456679935,0.657517446170569,-1.2472416289908,-0.270401706562817,-0.864786674788605,-0.152370718893953,0.197268902290411,-4.73795116600397,-4.55559473483979,-3.16572218840798,-1.71661110705061,-4.49870128073485,-4.16053813469181
2023-03-01,2.01026965056741,-6.43959798314749,-0.543205693084451,-0.34902285341693,1.76425199950751,0.47173386595336,2.58726087372128,1.7805345174331,-0.160209701107858,-0.0285135277443832,0.105157449155414,-0.0998558514720558,-1.96905352314988,-1.03010873085979
