"date","imaief_Ags","imaief_BC","imaief_BCS","imaief_Camp","imaief_Coah","imaief_Col","imaief_Chis","imaief_Chih","imaief_CDMX","imaief_Dgo","imaief_Gto","imaief_Gro","imaief_Hgo","imaief_Jal","imaief_Mex","imaief_Mich","imaief_Mor","imaief_Nay","imaief_NL","imaief_Oax","imaief_Pue","imaief_Qro","imaief_QR","imaief_SLP","imaief_Sin","imaief_Son","imaief_Tab","imaief_Tam","imaief_Tlax","imaief_Ver","imaief_Yuc","imaief_Zac","imaief_Ags_22","imaief_BC_22","imaief_BCS_22","imaief_Camp_22","imaief_Coah_22","imaief_Col_22","imaief_Chis_22","imaief_Chih_22","imaief_CDMX_22","imaief_Dgo_22","imaief_Gto_22","imaief_Gro_22","imaief_Hgo_22","imaief_Jal_22","imaief_Mex_22","imaief_Mich_22","imaief_Mor_22","imaief_Nay_22","imaief_NL_22","imaief_Oax_22","imaief_Pue_22","imaief_Qro_22","imaief_QR_22","imaief_SLP_22","imaief_Sin_22","imaief_Son_22","imaief_Tab_22","imaief_Tam_22","imaief_Tlax_22","imaief_Ver_22","imaief_Yuc_22","imaief_Zac_22","imaief_Ags_31_33","imaief_BC_31_33","imaief_BCS_31_33","imaief_Camp_31_33","imaief_Coah_31_33","imaief_Col_31_33","imaief_Chis_31_33","imaief_Chih_31_33","imaief_CDMX_31_33","imaief_Dgo_31_33","imaief_Gto_31_33","imaief_Gro_31_33","imaief_Hgo_31_33","imaief_Jal_31_33","imaief_Mex_31_33","imaief_Mich_31_33","imaief_Mor_31_33","imaief_Nay_31_33","imaief_NL_31_33","imaief_Oax_31_33","imaief_Pue_31_33","imaief_Qro_31_33","imaief_QR_31_33","imaief_SLP_31_33","imaief_Sin_31_33","imaief_Son_31_33","imaief_Tab_31_33","imaief_Tam_31_33","imaief_Tlax_31_33","imaief_Ver_31_33","imaief_Yuc_31_33","imaief_Zac_31_33","igae","ga1","ga3","s43","s46","s48_49","s51","s52","s53","s54","s56","s61","s62","s71","s72","s81","s93","imcp","imcpmi_bn","imcpmi_bm","fbkf","fbkf_mqeq","fbkf_mqeq_n_total","fbkf_mqeq_n_transporte","fbkf_mqeq_n_maquinaria","fbkf_mqeq_m_total","fbkf_mqeq_m_transporte","fbkf_mqeq_m_maquinaria","fbkf_construccion","fbkf_const_residencial ","fbkf_const_noresidencial ","vp_enec","po_enec","rem_enec","horas_enec","po_cmayor","rem_cmayor","ingt_cmayor","mercancias_cmayor","po_cmenor","rem_cmenor","ingt_cmenor","mercancias_cmenor","ingt_ems","po_ems","gastos_ems","rem_ems","tasa_participacion","tasa_desocupacion","tasa_informalidad","tasa_ocupacion_informal","tasa_subocupacion","pnea_p15ymas","tasa_ocupacion_nacional","imai ","s21","s211","s212","s213","s22","s23","s236","s237","s238","s31_33","s311","s312","s313","s314","s315","s316","s321","s322","s323","s324","s325","s326","s327","s331","s332","s333","s334","s335","s336","s337","s339","ivf_imm","ivf_emim","po_emim","horas_emim","rem_emim","X","M","iat_constr","confianza_constr","momento_inversion_constr","iat_manuf","confianza_manuf","momento_inversion_manuf","pedidos_manuf","iat_comer","confianza_comer","momento_inversion_comer","iat_spnf","confianza_spnf","momento_inversion_spnf","confianza_consumidor","prod_veh","ventas_veh"
"1995/04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.113632718222,65.216862415687,52.279013409735,41.735917741765,47.677610493746,45.587476245862,18.1302654845,20.083330046196,54.455085091584,60.718763461107,49.798565176561,75.036696747585,60.487547489764,90.056507657393,80.38203413245,62.141855784733,80.606701389586,52.725060068183,56.033783530463,17.868896737211,41.509106791287,22.302497893354,37.092000606883,15.715551045975,63.302987952267,12.07766874989,7.984517993723,12.692782827613,57.230350378664,57.420320133416,56.266934376463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.298013430982,105.826456176067,135.367186517719,53.628333610424,31.286297750147,34.317855563316,55.226524157521,54.226824276631,69.530193324758,46.842969346027,54.24160877002,60.741954795333,46.5798057166,88.642903752683,78.523418974034,70.634695672284,101.767834537623,89.629157871331,44.633824409186,69.082425874183,171.870239758399,84.095494536559,54.354010517555,56.472718192309,67.195054422207,58.891988699463,66.447478612186,37.652066107602,86.706709716596,17.523702552151,73.713753844056,33.987463656471,NA,NA,NA,NA,NA,6220.91576003686,5525.70357071366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69440,6318
"1995/05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.710096703258,55.052290085783,51.981504625488,42.129631438396,48.398048283925,45.097130894785,17.949434587153,20.024798806452,54.619225458819,57.037328488857,47.000843851283,75.557966008556,60.613703483127,88.738264477911,80.684276203321,62.68467122243,80.642359933837,52.230742438051,55.772608626429,17.698793969784,38.435034661834,24.296609746455,38.30236112986,15.1450091709,60.617675305445,13.756431731001,7.894385387118,14.419323125068,50.900207463851,56.237082036811,47.790184357078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.240279878314,105.866257042419,136.268743762035,52.379724474703,29.876610591024,34.827983069408,50.056274638534,49.235720218352,61.814718612114,44.853238450356,54.899273850693,60.767339129108,47.492140395059,88.424492786591,76.530519364053,73.556981981856,100.850773822354,93.081045987202,45.272479013719,75.4817460998,176.080272872621,85.148112849353,50.560909100183,53.382303426412,68.885602047119,52.503119731435,58.832579131372,53.290428125247,85.133445620417,17.86078258442,73.496371515293,35.746641624706,NA,NA,NA,NA,NA,6578.15277457127,5771.47987119291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73608,7301
"1995/06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.294433473286,62.745625752415,52.433567804563,42.604318861904,48.687358978483,45.26924123401,17.671051860102,19.956179441274,54.773201116262,56.410176451852,50.66237517267,76.357809393995,60.774916174899,88.983684128466,81.356501155502,62.985542660888,80.717894862885,52.586717421137,56.097242084699,17.822277961472,40.062193899637,24.401756412031,36.98410993057,13.125437120497,61.579870320804,14.831913302369,10.695658356783,15.199304951563,53.828563970941,57.513402019327,49.914652102532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.562366471461,106.996176168256,137.684716336027,53.307988771239,29.29177414264,35.39418164568,52.243194614542,52.111609013003,61.269523496663,44.671947755309,54.644315581803,61.057243252112,46.715549179061,91.223073124165,76.075144950881,75.946633141253,99.609180485078,92.712385085285,45.386862992655,68.408646081325,167.279119294674,87.51546586071,49.671346499491,53.293160297115,68.04510519229,51.109062392841,63.539178708301,44.88588539671,88.531565478338,17.794093057707,72.699284527526,37.070347405303,NA,NA,NA,NA,NA,6546.8340246621,5854.69133655717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75675,7692
"1995/07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.703197268707,61.023954335028,52.839953450347,43.313922892135,49.029009408904,45.811811034468,18.136070941251,18.831041792753,54.852142366691,56.979588395832,50.46373855238,80.377477858389,60.91870211144,88.688284420278,81.978506249042,63.550649589815,80.664844634177,52.610846173437,55.942413224221,18.250325122865,40.40191930205,24.848470928872,37.829381491762,13.278623329012,59.760350934492,15.003565965128,12.195483857701,15.255471796925,53.281363164648,57.191480241192,49.794912876603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.040255828062,107.126201462914,138.737180645083,51.592422838187,28.225344418319,35.699009033125,51.969035572073,51.954745081692,58.997536540723,44.483401671614,55.461851010796,58.702999665676,46.13899011809,91.772170252811,80.389783286122,75.306024348197,108.865186683712,91.909344974222,45.379377447822,73.290630711865,172.203007249263,89.55117693723,55.501119124956,54.001670131138,69.769116669066,52.832632849355,62.812137680223,45.609372441311,87.917886912505,19.072386344479,66.878316616218,40.091246756259,NA,NA,NA,NA,NA,6439.47906585704,5734.1416239953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65755,7452
"1995/08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.119294736358,69.606059462409,53.056363691566,44.031096921136,49.982496701077,46.375815447499,17.535813243571,18.592896700108,55.001059387617,58.040497343914,52.414771800423,76.195079404823,60.996034634494,87.479311013455,82.379984843824,63.535118227162,80.719553255972,52.779607032895,56.02077109453,21.065103513742,40.772905033324,24.433855918532,37.087128053045,11.182998993328,62.71700018463,15.079528716989,17.622098272122,14.645787401323,54.921021178947,59.369571910697,49.652903483022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.146375476022,109.021751769062,139.886430231877,55.377758434253,28.656837714673,36.129970767674,53.560853613619,54.270366658445,59.438410100947,44.320895817788,55.298015792562,58.739676019943,47.325056731892,93.927652926468,79.955405522786,79.74398970468,116.316687405705,96.378887014215,44.702876241428,68.542683207143,155.052359792724,90.440936783801,55.570030644234,54.211041081269,73.895810254063,55.326187345767,68.271112806075,36.391557873033,81.695522978634,20.014395091645,73.007876484979,39.557458055321,NA,NA,NA,NA,NA,6954.08685350084,6170.28997339685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71466,9098
"1995/09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.616827193178,65.384458273747,53.475756461273,44.611935408743,50.301352702641,46.322273813153,17.654534899811,18.399114145062,55.066392268471,56.834528013719,53.502684179581,77.239256012083,61.17690659314,87.048043895509,83.029974142718,65.017618260495,80.716485071298,52.841806644967,56.255100600056,18.220154091224,42.735198766798,24.826186483432,37.663169946777,11.277561129199,63.094505576314,15.292832022206,18.655942804909,14.722243237003,58.087714805194,58.410584830618,54.173314911777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.113741088869,109.315577772357,140.968022774868,53.435928023328,28.266581229848,36.661663052958,55.936020821495,57.409437281633,58.782536197983,44.952293978099,56.133948879714,58.921204229339,47.126361638316,102.353260454446,83.172257809376,82.224879505802,119.066628633981,98.037040195416,45.027989500365,70.885275875664,164.542709364315,89.114689641341,55.316556407389,54.614859124681,70.706875356378,55.858155559901,64.611571794142,45.74975390863,81.553021989409,20.972446170715,77.532729693282,37.137469168895,NA,NA,NA,NA,NA,7029.80231217073,6214.56069608117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74894,8000
"1995/10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.371894173547,60.10889291088,53.347774943988,44.248743928812,49.850578646869,46.459911306696,17.711144545762,18.217737140331,55.273452135871,56.749727829514,52.189796029318,76.872587451854,60.823129089648,86.703533470499,83.941852448512,65.282823967651,80.720511344813,52.579209470227,56.222802369606,18.258786040238,42.833853317708,24.479100486253,37.476260979857,13.827444629652,63.35230317847,14.918520853521,18.026248207877,14.44341915546,58.262368686165,60.109235614898,56.366732443236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.563971457339,82.316874160919,99.290651713471,55.690135417039,22.148448700967,36.784762947957,56.370241689228,57.489897529935,59.014480777206,45.623620033577,57.11105685422,59.085367715046,47.843029631678,99.206083662818,81.79034137751,80.170445693569,112.610979811615,101.005631284366,44.763708087621,71.679845446245,152.998678904632,85.758218959825,57.087093376233,55.873910608023,72.744945981228,56.127099133504,60.405254962376,47.901182406666,85.303770767182,22.664739936972,77.319298522184,36.092260763955,NA,NA,NA,NA,NA,6732.04094122449,6034.4743985812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96377,9900
"1995/11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.169188589753,61.0658603218,53.532592057352,44.677223563442,50.539928903219,46.476309004435,18.040534646239,17.928025105981,55.464803608601,58.226344857284,51.668387643345,76.861269842835,60.950841594003,86.883349835754,84.269041189699,65.295827385138,80.685184714119,52.943536019856,56.698223781219,18.415752743262,44.494146949011,23.863371706814,36.914563905023,10.822957896469,64.822568637431,14.224954280434,15.9479640674,13.960343664761,62.74821684968,62.729135331717,62.197372917159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.536165532686,105.426331598884,132.893296980013,57.902849719561,26.939198098779,37.184608031481,60.111321997349,62.134109774276,60.157708878593,47.951338118483,57.950116034233,58.918813520896,47.060860181563,104.478572792418,80.005927182656,83.511580665708,112.657179499449,90.728546065945,47.305494105154,79.04739181507,165.600284103169,86.860659080734,56.695141148431,56.90275169799,73.157730681917,59.04289276845,62.535617660722,49.632067960454,84.795884329925,22.84489373566,82.387742140284,37.666931949537,NA,NA,NA,NA,NA,6869.40161580127,6197.41049163156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88106,14272
"1995/12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.203221811534,69.17204163798,54.199254572528,46.078696336269,51.664321262376,47.723542621682,18.15872629636,17.367907858129,55.615871135573,60.03838582115,52.498663241411,76.568542555476,61.14962729863,85.938558760795,83.937088440583,65.294473864818,80.231441247568,53.962412700212,57.564975801353,20.074707663746,46.173759694287,24.346232794331,37.075799898962,12.865268613425,67.13691139146,14.94891048965,14.746779589654,14.497657095444,65.374502149081,65.306317184241,66.167379869654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.746324260227,111.520818032362,143.60811858623,56.026506624393,27.06742693096,37.191479884254,66.733392491932,66.209278017096,66.389445129991,52.770258217209,59.633017634305,59.130598002709,48.57460501912,115.724398470698,85.063817536398,93.75392856035,124.379212425746,99.975918591258,51.588729394341,67.671741207203,167.344288198926,91.466803530132,54.979307314675,60.081866082603,74.368506828685,62.02937700843,70.236095390224,53.583607416101,90.81654545528,24.21487784668,88.885659202762,40.343282847808,NA,NA,NA,NA,NA,7210.30118334692,6475.94901905145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78365,13957
"1996/01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.148619291578,65.463686768518,55.054048879581,47.004322378313,53.503087343505,48.26463893323,17.505594666132,17.205733847775,55.887304990758,60.979898794237,53.58581809338,77.469047165492,62.540042475697,84.295779387088,77.973749898813,65.657443933323,80.390158816514,53.739638444103,57.355385970152,20.419792308179,47.002305954172,25.889167713926,40.647494086128,15.391969062082,69.329945690826,15.193724064814,17.781544052628,14.627498609442,66.368266939329,64.811925736506,67.883165364327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.269405620462,113.658123479321,145.321953093903,60.181626777027,29.320513525359,36.967809148895,64.374053597145,67.159218619824,64.479245078517,51.089167292123,59.740949993923,60.812755208204,50.100174206811,108.537014476837,80.993802409372,86.496251272359,121.851675285032,103.845383739381,50.270048360911,73.151594456613,165.245811818796,90.410237598764,59.746154000572,62.618264776173,85.537235048705,61.265254856878,73.363021087195,45.607957863953,87.486006283415,25.132520498394,81.616545180223,44.103484237237,NA,NA,NA,NA,NA,7440.79567298637,6552.01656584848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102378,13833
"1996/02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.591998940691,65.782622098549,54.365937132677,46.796150354715,53.226680687043,47.69525629885,17.645491034086,16.653751301699,56.026839894208,59.540152202928,52.604831920956,77.962574143099,62.97726218868,83.963611710141,76.903566814679,64.892116326372,79.915408052593,53.495841940851,57.057985101069,21.142050379252,45.791252447463,25.937581537988,42.121595654361,17.494661104366,71.419827094231,14.339351036635,16.764861818503,14.348352607503,63.351799662222,61.520693131064,65.480527209968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.687505802386,115.15411627289,148.91630100719,57.30039787751,26.258467740005,37.243814841458,61.965500226073,65.133925382185,56.923891374921,50.88265277722,59.452303501393,61.009116085667,49.545317742593,112.789771245696,85.854053779128,89.455181628221,122.975595530959,104.319685937705,50.341425202344,73.468299610484,166.853354742063,92.784972548409,60.45097437514,59.963512633625,88.34344642999,62.360359346311,62.81775277451,49.497132383657,87.752755799647,25.365988384814,85.523741424359,43.240616956679,NA,NA,NA,NA,NA,7395.78014888372,6886.94786998971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103383,13071
"1996/03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.108964835894,64.167854911663,54.610884010168,46.477043199381,53.018789232055,48.419669469208,18.215605374132,16.114918591695,56.245680116405,59.389696770333,54.182409116876,77.678241036711,62.699336284072,84.176950316213,78.924627367245,64.113003704663,79.866871448784,54.572510741033,58.085246298409,21.760334152987,46.622442614887,25.882775625389,41.5557029377,18.002218089347,68.358159942984,14.462898069357,16.589642517687,14.734836950608,63.920845700039,60.732624661129,68.400817551018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.0102541189,114.798262515871,149.168975811752,56.159016406485,26.050135757247,37.141142174066,62.884932798723,66.663677231695,55.818582781658,50.45574031164,61.436684441775,60.923608393781,49.674176144367,111.372108067902,83.960175105487,88.695978411346,126.425749721621,105.258687598642,49.537875891152,70.375994212803,176.158713966622,92.999893614667,60.51008899486,58.2966242573,82.87296233055,64.681636782909,71.982015497752,53.201155546692,90.196586310666,26.386183474379,83.76110303526,41.316449584342,NA,NA,NA,NA,NA,7495.48710195116,6892.92679169263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96854,15712
"1996/04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.830474549154,61.322580114619,54.612524034079,46.90373221824,53.215526474895,48.126687236856,18.586644808617,15.392328347437,56.371677504151,60.752349225996,53.718999551496,77.978159822864,62.678346707929,84.261424353086,79.524864040643,63.608290467331,79.796252350194,53.771604826842,57.242818128971,21.179671029564,48.134712889165,27.304889038573,43.625791918035,20.299238174609,69.747486683941,16.1346602069,30.23014636465,14.822074183575,65.601778100071,59.341361367021,72.07825539517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.014860170851,116.092413663037,150.114605910106,56.693594295479,27.108441236002,36.942818422798,63.72586992901,67.723028615538,55.074837285807,51.187439612269,60.291318728585,60.525002763204,47.995307327063,110.944588608233,84.258653072461,85.796632880975,122.988624695408,107.305710183327,49.185148471133,68.097187841185,167.474934946724,93.603597889226,56.686005655603,59.462734077447,82.305728594242,65.700044266688,76.199482051468,46.326294905245,82.056867009962,27.087926881183,81.953960644095,39.990251492073,NA,NA,NA,NA,NA,7751.54795338859,7147.25522122228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95838,11210
